,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
447,1,1,1,34.0,0,0,26.55,7,3
448,1,3,0,5.0,2,1,19.2583,7,0
449,1,1,1,52.0,0,0,30.5,2,3
450,0,2,1,36.0,1,2,27.75,7,3
451,0,3,1,29.69911764705882,1,0,19.9667,7,3
452,0,1,1,30.0,0,0,27.75,2,0
453,1,1,1,49.0,1,0,89.1042,2,0
454,0,3,1,29.69911764705882,0,0,8.05,7,3
455,1,3,1,29.0,0,0,7.8958,7,0
456,0,1,1,65.0,0,0,26.55,4,3
457,1,1,0,29.69911764705882,1,0,51.8625,3,3
458,1,2,0,50.0,0,0,10.5,7,3
459,0,3,1,29.69911764705882,0,0,7.75,7,2
460,1,1,1,48.0,0,0,26.55,4,3
461,0,3,1,34.0,0,0,8.05,7,3
462,0,1,1,47.0,0,0,38.5,4,3
463,0,2,1,48.0,0,0,13.0,7,3
464,0,3,1,29.69911764705882,0,0,8.05,7,3
465,0,3,1,38.0,0,0,7.05,7,3
466,0,2,1,29.69911764705882,0,0,0.0,7,3
467,0,1,1,56.0,0,0,26.55,7,3
468,0,3,1,29.69911764705882,0,0,7.725,7,2
469,1,3,0,0.75,2,1,19.2583,7,0
470,0,3,1,29.69911764705882,0,0,7.25,7,3
471,0,3,1,38.0,0,0,8.6625,7,3
472,1,2,0,33.0,1,2,27.75,7,3
473,1,2,0,23.0,0,0,13.7917,3,0
474,0,3,0,22.0,0,0,9.8375,7,3
475,0,1,1,29.69911764705882,0,0,52.0,0,3
476,0,2,1,34.0,1,0,21.0,7,3
477,0,3,1,29.0,1,0,7.0458,7,3
478,0,3,1,22.0,0,0,7.5208,7,3
479,1,3,0,2.0,0,1,12.2875,7,3
480,0,3,1,9.0,5,2,46.9,7,3
481,0,2,1,29.69911764705882,0,0,0.0,7,3
482,0,3,1,50.0,0,0,8.05,7,3
483,1,3,0,63.0,0,0,9.5875,7,3
484,1,1,1,25.0,1,0,91.0792,1,0
485,0,3,0,29.69911764705882,3,1,25.4667,7,3
486,1,1,0,35.0,1,0,90.0,2,3
487,0,1,1,58.0,0,0,29.7,1,0
488,0,3,1,30.0,0,0,8.05,7,3
489,1,3,1,9.0,1,1,15.9,7,3
490,0,3,1,29.69911764705882,1,0,19.9667,7,3
491,0,3,1,21.0,0,0,7.25,7,3
492,0,1,1,55.0,0,0,30.5,2,3
493,0,1,1,71.0,0,0,49.5042,7,0
494,0,3,1,21.0,0,0,8.05,7,3
495,0,3,1,29.69911764705882,0,0,14.4583,7,0
496,1,1,0,54.0,1,0,78.2667,3,0
497,0,3,1,29.69911764705882,0,0,15.1,7,3
498,0,1,0,25.0,1,2,151.55,2,3
499,0,3,1,24.0,0,0,7.7958,7,3
500,0,3,1,17.0,0,0,8.6625,7,3
501,0,3,0,21.0,0,0,7.75,7,2
502,0,3,0,29.69911764705882,0,0,7.6292,7,2
503,0,3,0,37.0,0,0,9.5875,7,3
504,1,1,0,16.0,0,0,86.5,1,3
505,0,1,1,18.0,1,0,108.9,2,0
506,1,2,0,33.0,0,2,26.0,7,3
507,1,1,1,29.69911764705882,0,0,26.55,7,3
508,0,3,1,28.0,0,0,22.525,7,3
509,1,3,1,26.0,0,0,56.4958,7,3
510,1,3,1,29.0,0,0,7.75,7,2
511,0,3,1,29.69911764705882,0,0,8.05,7,3
512,1,1,1,36.0,0,0,26.2875,4,3
513,1,1,0,54.0,1,0,59.4,7,0
514,0,3,1,24.0,0,0,7.4958,7,3
515,0,1,1,47.0,0,0,34.0208,3,3
516,1,2,0,34.0,0,0,10.5,5,3
517,0,3,1,29.69911764705882,0,0,24.15,7,2
518,1,2,0,36.0,1,0,26.0,7,3
519,0,3,1,32.0,0,0,7.8958,7,3
520,1,1,0,30.0,0,0,93.5,1,3
521,0,3,1,22.0,0,0,7.8958,7,3
522,0,3,1,29.69911764705882,0,0,7.225,7,0
523,1,1,0,44.0,0,1,57.9792,1,0
524,0,3,1,29.69911764705882,0,0,7.2292,7,0
525,0,3,1,40.5,0,0,7.75,7,2
526,1,2,0,50.0,0,0,10.5,7,3
527,0,1,1,29.69911764705882,0,0,221.7792,2,3
528,0,3,1,39.0,0,0,7.925,7,3
529,0,2,1,23.0,2,1,11.5,7,3
530,1,2,0,2.0,1,1,26.0,7,3
531,0,3,1,29.69911764705882,0,0,7.2292,7,0
532,0,3,1,17.0,1,1,7.2292,7,0
533,1,3,0,29.69911764705882,0,2,22.3583,7,0
534,0,3,0,30.0,0,0,8.6625,7,3
535,1,2,0,7.0,0,2,26.25,7,3
536,0,1,1,45.0,0,0,26.55,1,3
537,1,1,0,30.0,0,0,106.425,7,0
538,0,3,1,29.69911764705882,0,0,14.5,7,3
539,1,1,0,22.0,0,2,49.5,1,0
540,1,1,0,36.0,0,2,71.0,1,3
541,0,3,0,9.0,4,2,31.275,7,3
542,0,3,0,11.0,4,2,31.275,7,3
543,1,2,1,32.0,1,0,26.0,7,3
544,0,1,1,50.0,1,0,106.425,2,0
545,0,1,1,64.0,0,0,26.0,7,3
546,1,2,0,19.0,1,0,26.0,7,3
547,1,2,1,29.69911764705882,0,0,13.8625,7,0
548,0,3,1,33.0,1,1,20.525,7,3
549,1,2,1,8.0,1,1,36.75,7,3
550,1,1,1,17.0,0,2,110.8833,2,0
551,0,2,1,27.0,0,0,26.0,7,3
552,0,3,1,29.69911764705882,0,0,7.8292,7,2
553,1,3,1,22.0,0,0,7.225,7,0
554,1,3,0,22.0,0,0,7.775,7,3
555,0,1,1,62.0,0,0,26.55,7,3
556,1,1,0,48.0,1,0,39.6,0,0
557,0,1,1,29.69911764705882,0,0,227.525,7,0
558,1,1,0,39.0,1,1,79.65,4,3
559,1,3,0,36.0,1,0,17.4,7,3
560,0,3,1,29.69911764705882,0,0,7.75,7,2
561,0,3,1,40.0,0,0,7.8958,7,3
562,0,2,1,28.0,0,0,13.5,7,3
563,0,3,1,29.69911764705882,0,0,8.05,7,3
564,0,3,0,29.69911764705882,0,0,8.05,7,3
565,0,3,1,24.0,2,0,24.15,7,3
566,0,3,1,19.0,0,0,7.8958,7,3
567,0,3,0,29.0,0,4,21.075,7,3
568,0,3,1,29.69911764705882,0,0,7.2292,7,0
569,1,3,1,32.0,0,0,7.8542,7,3
570,1,2,1,62.0,0,0,10.5,7,3
571,1,1,0,53.0,2,0,51.4792,2,3
572,1,1,1,36.0,0,0,26.3875,4,3
573,1,3,0,29.69911764705882,0,0,7.75,7,2
574,0,3,1,16.0,0,0,8.05,7,3
575,0,3,1,19.0,0,0,14.5,7,3
576,1,2,0,34.0,0,0,13.0,7,3
577,1,1,0,39.0,1,0,55.9,4,3
578,0,3,0,29.69911764705882,1,0,14.4583,7,0
579,1,3,1,32.0,0,0,7.925,7,3
580,1,2,0,25.0,1,1,30.0,7,3
581,1,1,0,39.0,1,1,110.8833,2,0
582,0,2,1,54.0,0,0,26.0,7,3
583,0,1,1,36.0,0,0,40.125,0,0
584,0,3,1,29.69911764705882,0,0,8.7125,7,0
585,1,1,0,18.0,0,2,79.65,4,3
586,0,2,1,47.0,0,0,15.0,7,3
587,1,1,1,60.0,1,1,79.2,1,0
588,0,3,1,22.0,0,0,8.05,7,3
589,0,3,1,29.69911764705882,0,0,8.05,7,3
590,0,3,1,35.0,0,0,7.125,7,3
591,1,1,0,52.0,1,0,78.2667,3,0
592,0,3,1,47.0,0,0,7.25,7,3
593,0,3,0,29.69911764705882,0,2,7.75,7,2
594,0,2,1,37.0,1,0,26.0,7,3
595,0,3,1,36.0,1,1,24.15,7,3
596,1,2,0,29.69911764705882,0,0,33.0,7,3
597,0,3,1,49.0,0,0,0.0,7,3
598,0,3,1,29.69911764705882,0,0,7.225,7,0
599,1,1,1,49.0,1,0,56.9292,0,0
600,1,2,0,24.0,2,1,27.0,7,3
601,0,3,1,29.69911764705882,0,0,7.8958,7,3
602,0,1,1,29.69911764705882,0,0,42.4,7,3
603,0,3,1,44.0,0,0,8.05,7,3
604,1,1,1,35.0,0,0,26.55,7,0
605,0,3,1,36.0,1,0,15.55,7,3
606,0,3,1,30.0,0,0,7.8958,7,3
607,1,1,1,27.0,0,0,30.5,7,3
608,1,2,0,22.0,1,2,41.5792,7,0
609,1,1,0,40.0,0,0,153.4625,2,3
610,0,3,0,39.0,1,5,31.275,7,3
611,0,3,1,29.69911764705882,0,0,7.05,7,3
612,1,3,0,29.69911764705882,1,0,15.5,7,2
613,0,3,1,29.69911764705882,0,0,7.75,7,2
614,0,3,1,35.0,0,0,8.05,7,3
615,1,2,0,24.0,1,2,65.0,7,3
616,0,3,1,34.0,1,1,14.4,7,3
617,0,3,0,26.0,1,0,16.1,7,3
618,1,2,0,4.0,2,1,39.0,5,3
619,0,2,1,26.0,0,0,10.5,7,3
620,0,3,1,27.0,1,0,14.4542,7,0
621,1,1,1,42.0,1,0,52.5542,3,3
622,1,3,1,20.0,1,1,15.7417,7,0
623,0,3,1,21.0,0,0,7.8542,7,3
624,0,3,1,21.0,0,0,16.1,7,3
625,0,1,1,61.0,0,0,32.3208,3,3
626,0,2,1,57.0,0,0,12.35,7,2
627,1,1,0,21.0,0,0,77.9583,3,3
628,0,3,1,26.0,0,0,7.8958,7,3
629,0,3,1,29.69911764705882,0,0,7.7333,7,2
630,1,1,1,80.0,0,0,30.0,0,3
631,0,3,1,51.0,0,0,7.0542,7,3
632,1,1,1,32.0,0,0,30.5,1,0
633,0,1,1,29.69911764705882,0,0,0.0,7,3
634,0,3,0,9.0,3,2,27.9,7,3
635,1,2,0,28.0,0,0,13.0,7,3
636,0,3,1,32.0,0,0,7.925,7,3
637,0,2,1,31.0,1,1,26.25,7,3
638,0,3,0,41.0,0,5,39.6875,7,3
639,0,3,1,29.69911764705882,1,0,16.1,7,3
640,0,3,1,20.0,0,0,7.8542,7,3
641,1,1,0,24.0,0,0,69.3,1,0
642,0,3,0,2.0,3,2,27.9,7,3
643,1,3,1,29.69911764705882,0,0,56.4958,7,3
644,1,3,0,0.75,2,1,19.2583,7,0
645,1,1,1,48.0,1,0,76.7292,3,0
646,0,3,1,19.0,0,0,7.8958,7,3
647,1,1,1,56.0,0,0,35.5,0,0
648,0,3,1,29.69911764705882,0,0,7.55,7,3
649,1,3,0,23.0,0,0,7.55,7,3
650,0,3,1,29.69911764705882,0,0,7.8958,7,3
651,1,2,0,18.0,0,1,23.0,7,3
652,0,3,1,21.0,0,0,8.4333,7,3
653,1,3,0,29.69911764705882,0,0,7.8292,7,2
654,0,3,0,18.0,0,0,6.75,7,2
655,0,2,1,24.0,2,0,73.5,7,3
656,0,3,1,29.69911764705882,0,0,7.8958,7,3
657,0,3,0,32.0,1,1,15.5,7,2
658,0,2,1,23.0,0,0,13.0,7,3
659,0,1,1,58.0,0,2,113.275,3,0
660,1,1,1,50.0,2,0,133.65,7,3
661,0,3,1,40.0,0,0,7.225,7,0
662,0,1,1,47.0,0,0,25.5875,4,3
663,0,3,1,36.0,0,0,7.4958,7,3
664,1,3,1,20.0,1,0,7.925,7,3
665,0,2,1,32.0,2,0,73.5,7,3
666,0,2,1,25.0,0,0,13.0,7,3
667,0,3,1,29.69911764705882,0,0,7.775,7,3
668,0,3,1,43.0,0,0,8.05,7,3
669,1,1,0,29.69911764705882,1,0,52.0,2,3
670,1,2,0,40.0,1,1,39.0,7,3
671,0,1,1,31.0,1,0,52.0,1,3
672,0,2,1,70.0,0,0,10.5,7,3
673,1,2,1,31.0,0,0,13.0,7,3
674,0,2,1,29.69911764705882,0,0,0.0,7,3
675,0,3,1,18.0,0,0,7.775,7,3
676,0,3,1,24.5,0,0,8.05,7,3
677,1,3,0,18.0,0,0,9.8417,7,3
678,0,3,0,43.0,1,6,46.9,7,3
679,1,1,1,36.0,0,1,512.3292,1,0
680,0,3,0,29.69911764705882,0,0,8.1375,7,2
681,1,1,1,27.0,0,0,76.7292,3,0
682,0,3,1,20.0,0,0,9.225,7,3
683,0,3,1,14.0,5,2,46.9,7,3
684,0,2,1,60.0,1,1,39.0,7,3
685,0,2,1,25.0,1,2,41.5792,7,0
686,0,3,1,14.0,4,1,39.6875,7,3
687,0,3,1,19.0,0,0,10.1708,7,3
688,0,3,1,18.0,0,0,7.7958,7,3
689,1,1,0,15.0,0,1,211.3375,1,3
690,1,1,1,31.0,1,0,57.0,1,3
691,1,3,0,4.0,0,1,13.4167,7,0
692,1,3,1,29.69911764705882,0,0,56.4958,7,3
693,0,3,1,25.0,0,0,7.225,7,0
694,0,1,1,60.0,0,0,26.55,7,3
695,0,2,1,52.0,0,0,13.5,7,3
696,0,3,1,44.0,0,0,8.05,7,3
697,1,3,0,29.69911764705882,0,0,7.7333,7,2
698,0,1,1,49.0,1,1,110.8833,2,0
699,0,3,1,42.0,0,0,7.65,5,3
700,1,1,0,18.0,1,0,227.525,2,0
701,1,1,1,35.0,0,0,26.2875,4,3
702,0,3,0,18.0,0,1,14.4542,7,0
703,0,3,1,25.0,0,0,7.7417,7,2
704,0,3,1,26.0,1,0,7.8542,7,3
705,0,2,1,39.0,0,0,26.0,7,3
706,1,2,0,45.0,0,0,13.5,7,3
707,1,1,1,42.0,0,0,26.2875,4,3
708,1,1,0,22.0,0,0,151.55,7,3
709,1,3,1,29.69911764705882,1,1,15.2458,7,0
710,1,1,0,24.0,0,0,49.5042,2,0
711,0,1,1,29.69911764705882,0,0,26.55,2,3
712,1,1,1,48.0,1,0,52.0,2,3
713,0,3,1,29.0,0,0,9.4833,7,3
714,0,2,1,52.0,0,0,13.0,7,3
715,0,3,1,19.0,0,0,7.65,5,3
716,1,1,0,38.0,0,0,227.525,2,0
717,1,2,0,27.0,0,0,10.5,4,3
718,0,3,1,29.69911764705882,0,0,15.5,7,2
719,0,3,1,33.0,0,0,7.775,7,3
720,1,2,0,6.0,0,1,33.0,7,3
721,0,3,1,17.0,1,0,7.0542,7,3
722,0,2,1,34.0,0,0,13.0,7,3
723,0,2,1,50.0,0,0,13.0,7,3
724,1,1,1,27.0,1,0,53.1,4,3
725,0,3,1,20.0,0,0,8.6625,7,3
726,1,2,0,30.0,3,0,21.0,7,3
727,1,3,0,29.69911764705882,0,0,7.7375,7,2
728,0,2,1,25.0,1,0,26.0,7,3
729,0,3,0,25.0,1,0,7.925,7,3
730,1,1,0,29.0,0,0,211.3375,1,3
731,0,3,1,11.0,0,0,18.7875,7,0
732,0,2,1,29.69911764705882,0,0,0.0,7,3
733,0,2,1,23.0,0,0,13.0,7,3
734,0,2,1,23.0,0,0,13.0,7,3
735,0,3,1,28.5,0,0,16.1,7,3
736,0,3,0,48.0,1,3,34.375,7,3
737,1,1,1,35.0,0,0,512.3292,1,0
738,0,3,1,29.69911764705882,0,0,7.8958,7,3
739,0,3,1,29.69911764705882,0,0,7.8958,7,3
740,1,1,1,29.69911764705882,0,0,30.0,3,3
741,0,1,1,36.0,1,0,78.85,2,3
742,1,1,0,21.0,2,2,262.375,1,0
743,0,3,1,24.0,1,0,16.1,7,3
744,1,3,1,31.0,0,0,7.925,7,3
745,0,1,1,70.0,1,1,71.0,1,3
746,0,3,1,16.0,1,1,20.25,7,3
747,1,2,0,30.0,0,0,13.0,7,3
748,0,1,1,19.0,1,0,53.1,3,3
749,0,3,1,31.0,0,0,7.75,7,2
750,1,2,0,4.0,1,1,23.0,7,3
751,1,3,1,6.0,0,1,12.475,4,3
752,0,3,1,33.0,0,0,9.5,7,3
753,0,3,1,23.0,0,0,7.8958,7,3
754,1,2,0,48.0,1,2,65.0,7,3
755,1,2,1,0.67,1,1,14.5,7,3
756,0,3,1,28.0,0,0,7.7958,7,3
757,0,2,1,18.0,0,0,11.5,7,3
758,0,3,1,34.0,0,0,8.05,7,3
759,1,1,0,33.0,0,0,86.5,1,3
760,0,3,1,29.69911764705882,0,0,14.5,7,3
761,0,3,1,41.0,0,0,7.125,7,3
762,1,3,1,20.0,0,0,7.2292,7,0
763,1,1,0,36.0,1,2,120.0,1,3
764,0,3,1,16.0,0,0,7.775,7,3
765,1,1,0,51.0,1,0,77.9583,3,3
766,0,1,1,29.69911764705882,0,0,39.6,7,0
767,0,3,0,30.5,0,0,7.75,7,2
768,0,3,1,29.69911764705882,1,0,24.15,7,2
769,0,3,1,32.0,0,0,8.3625,7,3
770,0,3,1,24.0,0,0,9.5,7,3
771,0,3,1,48.0,0,0,7.8542,7,3
772,0,2,0,57.0,0,0,10.5,4,3
773,0,3,1,29.69911764705882,0,0,7.225,7,0
774,1,2,0,54.0,1,3,23.0,7,3
775,0,3,1,18.0,0,0,7.75,7,3
776,0,3,1,29.69911764705882,0,0,7.75,5,2
777,1,3,0,5.0,0,0,12.475,7,3
778,0,3,1,29.69911764705882,0,0,7.7375,7,2
779,1,1,0,43.0,0,1,211.3375,1,3
780,1,3,0,13.0,0,0,7.2292,7,0
781,1,1,0,17.0,1,0,57.0,1,3
782,0,1,1,29.0,0,0,30.0,3,3
783,0,3,1,29.69911764705882,1,2,23.45,7,3
784,0,3,1,25.0,0,0,7.05,7,3
785,0,3,1,25.0,0,0,7.25,7,3
786,1,3,0,18.0,0,0,7.4958,7,3
787,0,3,1,8.0,4,1,29.125,7,2
788,1,3,1,1.0,1,2,20.575,7,3
789,0,1,1,46.0,0,0,79.2,1,0
790,0,3,1,29.69911764705882,0,0,7.75,7,2
791,0,2,1,16.0,0,0,26.0,7,3
792,0,3,0,29.69911764705882,8,2,69.55,7,3
793,0,1,1,29.69911764705882,0,0,30.6958,7,0
794,0,3,1,25.0,0,0,7.8958,7,3
795,0,2,1,39.0,0,0,13.0,7,3
796,1,1,0,49.0,0,0,25.9292,3,3
797,1,3,0,31.0,0,0,8.6833,7,3
798,0,3,1,30.0,0,0,7.2292,7,0
799,0,3,0,30.0,1,1,24.15,7,3
800,0,2,1,34.0,0,0,13.0,7,3
801,1,2,0,31.0,1,1,26.25,7,3
802,1,1,1,11.0,1,2,120.0,1,3
803,1,3,1,0.42,0,1,8.5167,7,0
804,1,3,1,27.0,0,0,6.975,7,3
805,0,3,1,31.0,0,0,7.775,7,3
806,0,1,1,39.0,0,0,0.0,0,3
807,0,3,0,18.0,0,0,7.775,7,3
808,0,2,1,39.0,0,0,13.0,7,3
809,1,1,0,33.0,1,0,53.1,4,3
810,0,3,1,26.0,0,0,7.8875,7,3
811,0,3,1,39.0,0,0,24.15,7,3
812,0,2,1,35.0,0,0,10.5,7,3
813,0,3,0,6.0,4,2,31.275,7,3
814,0,3,1,30.5,0,0,8.05,7,3
815,0,1,1,29.69911764705882,0,0,0.0,1,3
816,0,3,0,23.0,0,0,7.925,7,3
817,0,2,1,31.0,1,1,37.0042,7,0
818,0,3,1,43.0,0,0,6.45,7,3
819,0,3,1,10.0,3,2,27.9,7,3
820,1,1,0,52.0,1,1,93.5,1,3
821,1,3,1,27.0,0,0,8.6625,7,3
822,0,1,1,38.0,0,0,0.0,7,3
823,1,3,0,27.0,0,1,12.475,4,3
824,0,3,1,2.0,4,1,39.6875,7,3
825,0,3,1,29.69911764705882,0,0,6.95,7,2
826,0,3,1,29.69911764705882,0,0,56.4958,7,3
827,1,2,1,1.0,0,2,37.0042,7,0
828,1,3,1,29.69911764705882,0,0,7.75,7,2
829,1,1,0,62.0,0,0,80.0,1,1
830,1,3,0,15.0,1,0,14.4542,7,0
831,1,2,1,0.83,1,1,18.75,7,3
832,0,3,1,29.69911764705882,0,0,7.2292,7,0
833,0,3,1,23.0,0,0,7.8542,7,3
834,0,3,1,18.0,0,0,8.3,7,3
835,1,1,0,39.0,1,1,83.1583,4,0
836,0,3,1,21.0,0,0,8.6625,7,3
837,0,3,1,29.69911764705882,0,0,8.05,7,3
838,1,3,1,32.0,0,0,56.4958,7,3
839,1,1,1,29.69911764705882,0,0,29.7,2,0
840,0,3,1,20.0,0,0,7.925,7,3
841,0,2,1,16.0,0,0,10.5,7,3
842,1,1,0,30.0,0,0,31.0,7,0
843,0,3,1,34.5,0,0,6.4375,7,0
844,0,3,1,17.0,0,0,8.6625,7,3
845,0,3,1,42.0,0,0,7.55,7,3
846,0,3,1,29.69911764705882,8,2,69.55,7,3
847,0,3,1,35.0,0,0,7.8958,7,0
848,0,2,1,28.0,0,1,33.0,7,3
849,1,1,0,29.69911764705882,1,0,89.1042,2,0
850,0,3,1,4.0,4,2,31.275,7,3
851,0,3,1,74.0,0,0,7.775,7,3
852,0,3,0,9.0,1,1,15.2458,7,0
853,1,1,0,16.0,0,1,39.4,3,3
854,0,2,0,44.0,1,0,26.0,7,3
855,1,3,0,18.0,0,1,9.35,7,3
856,1,1,0,45.0,1,1,164.8667,7,3
857,1,1,1,51.0,0,0,26.55,4,3
858,1,3,0,24.0,0,3,19.2583,7,0
859,0,3,1,29.69911764705882,0,0,7.2292,7,0
860,0,3,1,41.0,2,0,14.1083,7,3
861,0,2,1,21.0,1,0,11.5,7,3
862,1,1,0,48.0,0,0,25.9292,3,3
863,0,3,0,29.69911764705882,8,2,69.55,7,3
864,0,2,1,24.0,0,0,13.0,7,3
865,1,2,0,42.0,0,0,13.0,7,3
866,1,2,0,27.0,1,0,13.8583,7,0
867,0,1,1,31.0,0,0,50.4958,0,3
868,0,3,1,29.69911764705882,0,0,9.5,7,3
869,1,3,1,4.0,1,1,11.1333,7,3
870,0,3,1,26.0,0,0,7.8958,7,3
871,1,1,0,47.0,1,1,52.5542,3,3
872,0,1,1,33.0,0,0,5.0,1,3
873,0,3,1,47.0,0,0,9.0,7,3
874,1,2,0,28.0,1,0,24.0,7,0
875,1,3,0,15.0,0,0,7.225,7,0
876,0,3,1,20.0,0,0,9.8458,7,3
877,0,3,1,19.0,0,0,7.8958,7,3
878,0,3,1,29.69911764705882,0,0,7.8958,7,3
879,1,1,0,56.0,0,1,83.1583,2,0
880,1,2,0,25.0,0,1,26.0,7,3
881,0,3,1,33.0,0,0,7.8958,7,3
882,0,3,0,22.0,0,0,10.5167,7,3
883,0,2,1,28.0,0,0,10.5,7,3
884,0,3,1,25.0,0,0,7.05,7,3
885,0,3,0,39.0,0,5,29.125,7,2
886,0,2,1,27.0,0,0,13.0,7,3
887,1,1,0,19.0,0,0,30.0,1,3
888,0,3,0,29.69911764705882,1,2,23.45,7,3
889,1,1,1,26.0,0,0,30.0,2,0
890,0,3,1,32.0,0,0,7.75,7,2
